start_date,end_date,nhs_fy,org_type,org_code,org_name,variable_type,variable_a,variable_b,statistic,measure,value
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Other,count,no_reliable_change,5224
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Other,percentage,no_reliable_change,32.6
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Other,count,reliable_recovery,6173
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Other,percentage,reliable_recovery,45.3
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Other,count,recovery,6649
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Other,percentage,recovery,48.8
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,count,referrals_received,9691
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,count,finished_course_treatment,6470
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,count,at_caseness,6184
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,count,not_at_caseness,286
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,count,improvement,5047
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,percentage,improvement,78
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,count,deterioration,240
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,percentage,deterioration,3.7
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,count,no_reliable_change,1156
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,percentage,no_reliable_change,17.9
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,count,reliable_recovery,3366
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,percentage,reliable_recovery,54.4
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,count,recovery,3462
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other Mental Health problems,Hypochondriacal disorder,percentage,recovery,56
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,count,referrals_received,22213
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,count,finished_course_treatment,7530
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,count,at_caseness,6801
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,count,not_at_caseness,724
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,count,improvement,5022
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,percentage,improvement,66.7
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,count,deterioration,440
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,percentage,deterioration,5.8
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,count,no_reliable_change,1985
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,percentage,no_reliable_change,26.4
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,count,reliable_recovery,3626
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,percentage,reliable_recovery,53.3
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,count,recovery,3833
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Other recorded problems,NA,percentage,recovery,56.3
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,referrals_received,584862
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,finished_course_treatment,35404
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,at_caseness,30806
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,not_at_caseness,4106
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,improvement,20477
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,percentage,improvement,57.8
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,deterioration,2293
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,percentage,deterioration,6.5
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,no_reliable_change,10957
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,percentage,no_reliable_change,30.9
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,reliable_recovery,13559
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,percentage,reliable_recovery,43.3
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,recovery,14532
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,percentage,recovery,46.4
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,count,referrals_received,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,count,finished_course_treatment,79278
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,count,at_caseness,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,count,not_at_caseness,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,count,improvement,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,percentage,improvement,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,count,deterioration,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,percentage,deterioration,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,count,no_reliable_change,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,percentage,no_reliable_change,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,count,reliable_recovery,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,percentage,reliable_recovery,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,count,recovery,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,All ADSM,Total,percentage,recovery,NA
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,count,referrals_received,458799
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,count,finished_course_treatment,249838
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,count,at_caseness,238404
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,count,not_at_caseness,11342
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,count,improvement,166244
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,percentage,improvement,66.5
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,count,deterioration,15946
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,percentage,deterioration,6.4
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,count,no_reliable_change,65751
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,percentage,no_reliable_change,26.3
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,count,reliable_recovery,111389
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,percentage,reliable_recovery,46.7
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,count,recovery,118021
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Depression,NA,percentage,recovery,49.5
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,referrals_received,511131
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,finished_course_treatment,298885
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,at_caseness,280553
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,not_at_caseness,18211
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,improvement,205082
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,percentage,improvement,68.6
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,deterioration,15820
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,percentage,deterioration,5.3
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,no_reliable_change,75970
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,percentage,no_reliable_change,25.4
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,reliable_recovery,142154
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,percentage,reliable_recovery,50.6
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,recovery,149178
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,percentage,recovery,53.1
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,referrals_received,6240
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,finished_course_treatment,3780
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,at_caseness,3577
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,not_at_caseness,201
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,improvement,2229
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,percentage,improvement,59
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,deterioration,260
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,percentage,deterioration,6.9
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,no_reliable_change,1261
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,percentage,no_reliable_change,33.4
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,reliable_recovery,1325
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,percentage,reliable_recovery,37
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,recovery,1400
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,percentage,recovery,39.1
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,referrals_received,259582
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,finished_course_treatment,159033
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,at_caseness,149568
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,not_at_caseness,9419
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,improvement,112753
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,percentage,improvement,70.9
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,deterioration,7734
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,percentage,deterioration,4.9
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,no_reliable_change,37575
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,percentage,no_reliable_change,23.6
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,reliable_recovery,81470
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,percentage,reliable_recovery,54.5
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,recovery,85405
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,percentage,recovery,57.1
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,referrals_received,70563
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,finished_course_treatment,35064
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,at_caseness,32768
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,not_at_caseness,2271
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,improvement,22612
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,improvement,64.5
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,deterioration,1938
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,deterioration,5.5
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,no_reliable_change,10222
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,no_reliable_change,29.2
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,reliable_recovery,14928
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,reliable_recovery,45.5
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,recovery,15596
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,recovery,47.6
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,referrals_received,19019
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,finished_course_treatment,12728
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,at_caseness,12160
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,not_at_caseness,564
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,improvement,8170
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,improvement,64.2
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,deterioration,682
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,deterioration,5.4
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,no_reliable_change,3814
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,no_reliable_change,30
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,reliable_recovery,5459
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,reliable_recovery,44.9
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,recovery,6026
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,recovery,49.5
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,referrals_received,52678
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,finished_course_treatment,26921
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,at_caseness,24615
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,not_at_caseness,2285
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,improvement,18510
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,improvement,68.8
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,deterioration,1494
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,deterioration,5.5
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,no_reliable_change,6687
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,no_reliable_change,24.8
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,reliable_recovery,13303
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,reliable_recovery,54
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,recovery,14108
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,recovery,57.3
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,referrals_received,21398
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,finished_course_treatment,14666
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,at_caseness,13660
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,not_at_caseness,1004
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,improvement,9982
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,improvement,68.1
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,deterioration,762
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,deterioration,5.2
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,no_reliable_change,3847
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,no_reliable_change,26.2
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,reliable_recovery,6846
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,reliable_recovery,50.1
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,recovery,7219
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,recovery,52.8
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,count,referrals_received,49846
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,count,finished_course_treatment,25357
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,count,at_caseness,24834
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,count,not_at_caseness,506
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,count,improvement,16892
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,improvement,66.6
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,count,deterioration,1803
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,deterioration,7.1
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,count,no_reliable_change,6438
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,no_reliable_change,25.4
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,count,reliable_recovery,10335
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,reliable_recovery,41.6
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,count,recovery,10486
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,recovery,42.2
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,count,referrals_received,24484
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,count,finished_course_treatment,15925
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,count,at_caseness,15298
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,count,not_at_caseness,624
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,count,improvement,10645
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,percentage,improvement,66.8
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,count,deterioration,849
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,percentage,deterioration,5.3
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,count,no_reliable_change,4325
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,percentage,no_reliable_change,27.2
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,count,reliable_recovery,6069
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,percentage,reliable_recovery,39.7
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,count,recovery,6355
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Social phobias,percentage,recovery,41.5
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Specific (isolated) phobias,count,referrals_received,7321
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Specific (isolated) phobias,count,finished_course_treatment,5411
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Specific (isolated) phobias,count,at_caseness,4073
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Specific (isolated) phobias,count,not_at_caseness,1337
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Specific (isolated) phobias,count,improvement,3289
2019-04-01,2020-03-31,fy1920,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Specific (isolated) phobias,percentage,improvement,60.8
